Source;Month of Year;Device Category;Ad Content;Sessions;Users;New Users;Pageviews;Session Duration;Calculated AToS
WebMD;202106;tablet;RotationalBannerSDConditionCenter.NU1559Branded.728;6;6;6;8;406;0:06:46
WebMD;202106;tablet;RotationalBannerSDConditionCenter.NU1623Unbranded50.300;7;4;4;6;0;0:00:00
WebMD;202106;tablet;RotationalBannerSDConditionCenter.NU1623Unbranded50.728;2;2;2;2;0;0:00:00
WebMD;202106;tablet;RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.160;1;1;1;1;0;0:00:00
WebMD;202106;tablet;RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.300;8;8;7;8;0;0:00:00
WebMD;202106;tablet;RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.728;3;3;3;5;2436;0:40:36
Zeta;202106;desktop;SDPCrossix.NU1559Branded.160;30;30;30;241;2090;0:34:50
Zeta;202106;desktop;SDPCrossix.NU1559Branded.300;48;48;47;366;2650;0:44:10
Zeta;202106;desktop;SDPCrossix.NU1559Branded.728;41;41;41;397;2120;0:35:20
Zeta;202106;desktop;SDPCrossix.NU1623Unbranded50.160;18;18;18;19;41;0:00:41
Zeta;202106;desktop;SDPCrossix.NU1623Unbranded50.300;17;17;17;19;76;0:01:16
Zeta;202106;desktop;SDPCrossix.NU1623Unbranded50.728;24;23;23;26;70;0:01:10
Zeta;202106;desktop;SDPCrossix.NU1624UnbrandedSymp.160;25;25;25;28;112;0:01:52
Zeta;202106;desktop;SDPCrossix.NU1624UnbrandedSymp.300;20;20;20;21;118;0:01:58
Zeta;202106;desktop;SDPCrossix.NU1624UnbrandedSymp.320;29;29;29;33;110;0:01:50
Zeta;202106;desktop;SDPCrossix.NU1624UnbrandedSymp.728;27;27;27;28;38;0:00:38
Zeta;202106;desktop;SDPSwoop.NU1559Branded.160;27;27;27;174;1292;0:21:32
Zeta;202106;desktop;SDPSwoop.NU1559Branded.300;41;41;41;309;2191;0:36:31
Zeta;202106;desktop;SDPSwoop.NU1559Branded.728;43;42;42;368;1950;0:32:30
Zeta;202106;desktop;SDPSwoop.NU1623Unbranded50.160;21;21;21;22;40;0:00:40
Zeta;202106;desktop;SDPSwoop.NU1623Unbranded50.300;25;25;25;30;20;0:00:20
Zeta;202106;desktop;SDPSwoop.NU1623Unbranded50.728;21;21;21;24;288;0:04:48
Zeta;202106;desktop;SDPSwoop.NU1624UnbrandedSymp.160;18;18;18;22;121;0:02:01
Zeta;202106;desktop;SDPSwoop.NU1624UnbrandedSymp.300;22;22;22;28;9;0:00:09
Zeta;202106;desktop;SDPSwoop.NU1624UnbrandedSymp.320;15;14;14;15;0;0:00:00
Zeta;202106;desktop;SDPSwoop.NU1624UnbrandedSymp.728;18;18;18;21;80;0:01:20
Zeta;202106;desktop;SDPSwoopAV.NU1559Branded.160;6;6;6;63;582;0:09:42
Zeta;202106;desktop;SDPSwoopAV.NU1559Branded.300;42;42;42;303;2246;0:37:26
Zeta;202106;desktop;SDPSwoopAV.NU1559Branded.728;5;5;5;76;399;0:06:39
Zeta;202106;desktop;SDPSwoopAV.NU1623Unbranded50.160;3;3;3;3;0;0:00:00
Zeta;202106;desktop;SDPSwoopAV.NU1623Unbranded50.300;10;10;10;11;43;0:00:43
Zeta;202106;desktop;SDPSwoopAV.NU1623Unbranded50.728;7;7;7;8;37;0:00:37
Zeta;202106;desktop;SDPSwoopAV.NU1624UnbrandedSymp.160;3;3;3;4;40;0:00:40
Zeta;202106;desktop;SDPSwoopAV.NU1624UnbrandedSymp.300;4;4;4;4;0;0:00:00
Zeta;202106;desktop;SDPSwoopAV.NU1624UnbrandedSymp.320;16;16;16;16;0;0:00:00
Zeta;202106;desktop;SDPSwoopAV.NU1624UnbrandedSymp.728;5;5;5;6;38;0:00:38
Zeta;202106;mobile;SDPCrossix.NU1559Branded.160;3;3;3;3;0;0:00:00
Zeta;202106;mobile;SDPCrossix.NU1559Branded.300;10;10;10;11;0;0:00:00
Zeta;202106;mobile;SDPCrossix.NU1559Branded.728;3;3;3;3;0;0:00:00
Zeta;202106;mobile;SDPCrossix.NU1623Unbranded50.160;1;1;1;1;0;0:00:00
Zeta;202106;mobile;SDPCrossix.NU1623Unbranded50.300;4;4;4;4;0;0:00:00
Zeta;202106;mobile;SDPCrossix.NU1623Unbranded50.728;1;1;1;1;0;0:00:00
Zeta;202106;mobile;SDPCrossix.NU1624UnbrandedSymp.160;1;1;1;1;0;0:00:00
Zeta;202106;mobile;SDPCrossix.NU1624UnbrandedSymp.300;3;3;3;4;0;0:00:00
Zeta;202106;mobile;SDPCrossix.NU1624UnbrandedSymp.320;334;313;309;378;3799;1:03:19
Zeta;202106;mobile;SDPCrossix.NU1624UnbrandedSymp.728;1;1;1;1;0;0:00:00
Zeta;202106;mobile;SDPSwoop.NU1559Branded.160;4;4;4;4;0;0:00:00
Zeta;202106;mobile;SDPSwoop.NU1559Branded.728;4;4;4;4;0;0:00:00
Zeta;202106;mobile;SDPSwoop.NU1623Unbranded50.160;4;4;4;4;0;0:00:00
Zeta;202106;mobile;SDPSwoop.NU1623Unbranded50.300;3;3;3;3;0;0:00:00
Zeta;202106;mobile;SDPSwoop.NU1623Unbranded50.728;2;2;2;2;0;0:00:00
Zeta;202106;mobile;SDPSwoop.NU1624UnbrandedSymp.160;1;1;1;1;0;0:00:00
Zeta;202106;mobile;SDPSwoop.NU1624UnbrandedSymp.300;4;4;4;4;0;0:00:00
Zeta;202106;mobile;SDPSwoop.NU1624UnbrandedSymp.320;249;238;236;278;3096;0:51:36
Zeta;202106;mobile;SDPSwoop.NU1624UnbrandedSymp.728;1;1;1;1;0;0:00:00
Zeta;202106;mobile;SDPSwoopAV.NU1559Branded.300;5;5;5;8;126;0:02:06
Zeta;202106;mobile;SDPSwoopAV.NU1559Branded.728;1;1;1;1;0;0:00:00
Zeta;202106;mobile;SDPSwoopAV.NU1623Unbranded50.160;1;1;1;1;0;0:00:00
Zeta;202106;mobile;SDPSwoopAV.NU1623Unbranded50.300;1;1;1;1;0;0:00:00
Zeta;202106;mobile;SDPSwoopAV.NU1623Unbranded50.728;1;1;1;1;0;0:00:00
Zeta;202106;mobile;SDPSwoopAV.NU1624UnbrandedSymp.300;1;1;1;1;0;0:00:00
Zeta;202106;mobile;SDPSwoopAV.NU1624UnbrandedSymp.320;7;7;7;10;480;0:08:00
Zeta;202106;mobile;SDPSwoopAV.NU1624UnbrandedSymp.728;1;1;1;1;0;0:00:00
Zeta;202106;tablet;SDPCrossix.NU1559Branded.160;1;1;1;1;0;0:00:00
Zeta;202106;tablet;SDPCrossix.NU1559Branded.728;1;1;1;1;0;0:00:00
Zeta;202106;tablet;SDPCrossix.NU1624UnbrandedSymp.320;17;17;17;17;10;0:00:10
Zeta;202106;tablet;SDPSwoop.NU1559Branded.728;4;4;4;4;0;0:00:00
Zeta;202106;tablet;SDPSwoop.NU1623Unbranded50.160;1;1;1;1;0;0:00:00
Zeta;202106;tablet;SDPSwoop.NU1623Unbranded50.300;1;1;1;1;0;0:00:00
Zeta;202106;tablet;SDPSwoop.NU1623Unbranded50.728;1;1;1;1;0;0:00:00
Zeta;202106;tablet;SDPSwoop.NU1624UnbrandedSymp.300;1;1;1;1;0;0:00:00
Zeta;202106;tablet;SDPSwoopAV.NU1559Branded.300;2;2;1;2;0;0:00:00
Zeta;202106;tablet;SDPSwoopAV.NU1559Branded.728;2;2;2;2;0;0:00:00
Zeta;202106;tablet;SDPSwoopAV.NU1624UnbrandedSymp.320;3;3;3;3;0;0:00:00
Zeta;202106;tablet;SDPSwoopAV.NU1624UnbrandedSymp.728;2;2;2;2;0;0:00:00
Acuity;202107;mobile;AcuityCrossixTargeting.Dermicool_SDP_DTP_Unbranded_Symptom.320;1;1;1;1;0;0:00:00
Acuity;202107;mobile;AcuityPropensityTargeting.Dermicool_SDP_DTP_Unbranded_Symptom.320;1;1;1;1;0;0:00:00
Aptus;202107;desktop;DistributionDTC.NU1546.1;3;3;3;5;1429;0:23:49
Aptus;202107;desktop;DistributionDTC.NU1623Unbranded50.300;12;11;10;12;0;0:00:00
Aptus;202107;desktop;DistributionDTC.NU1624UnbrandedSymp.300;12;12;12;12;0;0:00:00
Aptus;202107;desktop;DistributionDTC.NU1624UnbrandedSymp.320;48;47;46;49;27;0:00:27
Aptus;202107;desktop;DistributionDTC.NU1715.1;50;42;42;56;586;0:09:46
Aptus;202107;mobile;AptusDermicoolLTCDTP.NU1545.320x50;6;5;3;6;0;0:00:00
Aptus;202107;mobile;AptusDermicoolLTCHCP.NU1831.300x250;1;1;1;1;0;0:00:00
Aptus;202107;mobile;AptusDermicoolRetailDTP.NU1712.320x50;2;2;2;2;0;0:00:00
Aptus;202107;mobile;AptusDermicoolRetailDTP.NU1714.300x250;14;4;0;30;2252;0:37:32
Aptus;202107;mobile;AptusDermicoolRetailDTP.NU1716.300x250;2;2;2;2;0;0:00:00
Aptus;202107;mobile;DistributionDTC.NU1546.1;192;150;147;224;6034;1:40:34
Aptus;202107;mobile;DistributionDTC.NU1623Unbranded50.300;348;298;284;373;4037;1:07:17
Aptus;202107;mobile;DistributionDTC.NU1624UnbrandedSymp.300;372;328;319;408;5628;1:33:48
Aptus;202107;mobile;DistributionDTC.NU1624UnbrandedSymp.320;1803;1503;1460;2114;42468;11:47:48
Aptus;202107;mobile;DistributionDTC.NU1715.1;3342;2852;2806;3959;92614;25:43:34
Aptus;202107;tablet;DistributionDTC.NU1546.1;3;3;3;5;551;0:09:11
Aptus;202107;tablet;DistributionDTC.NU1623Unbranded50.300;8;7;7;11;28;0:00:28
Aptus;202107;tablet;DistributionDTC.NU1624UnbrandedSymp.300;3;3;3;3;0;0:00:00
Aptus;202107;tablet;DistributionDTC.NU1624UnbrandedSymp.320;15;15;15;19;19;0:00:19
Aptus;202107;tablet;DistributionDTC.NU1715.1;21;20;20;30;28;0:00:28
Emodo;202107;desktop;SDAPP.NU1623Unbranded50.728;2;1;0;4;41;0:00:41
Facebook;202107;desktop;FBNU1770.FBNU1770.1;7;4;3;11;317;0:05:17
Facebook;202107;desktop;FBNU1795.FBNU1795.1;3;1;0;5;55;0:00:55
Facebook;202107;desktop;FBNU1796.FBNU1796.1;2;1;0;4;61;0:01:01
Facebook;202107;mobile;FBNU1770.FBNU1770.1;3817;2268;2219;2677;78007;21:40:07
Facebook;202107;mobile;FBNU1795.FBNU1795.1;396;387;371;417;976;0:16:16
Facebook;202107;mobile;FBNU1796.FBNU1796.1;97;76;67;89;1010;0:16:50
Facebook;202107;tablet;FBNU1770.FBNU1770.1;251;237;229;259;1232;0:20:32
Facebook;202107;tablet;FBNU1795.FBNU1795.1;131;126;121;140;1189;0:19:49
Facebook;202107;tablet;FBNU1796.FBNU1796.1;25;19;17;28;746;0:12:26
GoodRx;202107;desktop;BSDermicool.NU1559Branded.728;1;1;1;3;327;0:05:27
GoodRx;202107;desktop;BSDermicoolQuetiapine.NU1559Branded.160;1;1;1;1;0;0:00:00
GoodRx;202107;desktop;BSDermicoolQuetiapine.NU1559Branded.728;8;8;8;10;5;0:00:05
GoodRx;202107;desktop;BSDermicoolSsias.NU1559Branded.728;1;1;1;1;154;0:02:34
GoodRx;202107;tablet;BSDermicoolParkinsonDisease.NU1559Branded.728;1;1;1;1;0;0:00:00
GoodRx;202107;tablet;BSDermicoolQuetiapine.NU1559Branded.160;1;1;1;1;0;0:00:00
GoodRx;202107;tablet;BSDermicoolSsias.NU1559Branded.160;1;1;1;1;0;0:00:00
HealthUnion;202107;desktop;ConditionCenter.NU1559Branded.160;3;2;2;3;0;0:00:00
HealthUnion;202107;desktop;ConditionCenter.NU1559Branded.300;9;6;5;10;131;0:02:11
HealthUnion;202107;desktop;ConditionCenter.NU1559Branded.728;2;2;1;2;0;0:00:00
HealthUnion;202107;desktop;ConditionCenter.NU1623Unbranded50.160;2;2;2;3;285;0:04:45
HealthUnion;202107;desktop;ConditionCenter.NU1623Unbranded50.300;4;4;3;5;621;0:10:21
HealthUnion;202107;desktop;ConditionCenter.NU1623Unbranded50.728;11;10;10;14;5061;1:24:21
HealthUnion;202107;desktop;ConditionCenter.NU1624UnbrandedSymp.160;3;3;3;3;41;0:00:41
HealthUnion;202107;desktop;ConditionCenter.NU1624UnbrandedSymp.300;6;6;5;6;469;0:07:49
HealthUnion;202107;desktop;ConditionCenter.NU1624UnbrandedSymp.728;3;3;3;8;3770;1:02:50
HealthUnion;202107;desktop;SDDisplay.NU1559Branded.160;2;2;2;6;45;0:00:45
HealthUnion;202107;desktop;SDDisplay.NU1559Branded.300;1;1;1;2;18;0:00:18
HealthUnion;202107;desktop;SDDisplayAV.NU1559Branded.300;3;2;1;6;111;0:01:51
HealthUnion;202107;mobile;ConditionCenter.NU1559Branded.300;39;37;37;53;1388;0:23:08
HealthUnion;202107;mobile;ConditionCenter.NU1623Unbranded50.300;42;40;36;59;9375;2:36:15
HealthUnion;202107;mobile;ConditionCenter.NU1624UnbrandedSymp.300;38;36;35;43;2048;0:34:08
HealthUnion;202107;mobile;ConditionCenter.NU1624UnbrandedSymp.320;3;3;3;5;199;0:03:19
HealthUnion;202107;mobile;HealthUnionSDDisplay.NU1623Unbranded50.300;1;1;0;1;0;0:00:00
HealthUnion;202107;mobile;SDDisplay.NU1559Branded.300;11;9;7;10;189;0:03:09
HealthUnion;202107;mobile;SDDisplay.NU1623Unbranded50.300;1;1;1;1;0;0:00:00
HealthUnion;202107;mobile;SDDisplay.NU1624UnbrandedSymp.300;1;1;1;1;0;0:00:00
HealthUnion;202107;mobile;SDDisplay.NU1624UnbrandedSymp.320;1;1;1;1;0;0:00:00
HealthUnion;202107;mobile;SDDisplayAV.NU1559Branded.300;2;2;2;2;0;0:00:00
HealthUnion;202107;mobile;SDDisplayAV.NU1623Unbranded50.300;2;2;2;2;270;0:04:30
HealthUnion;202107;tablet;ConditionCenter.NU1559Branded.160;1;1;0;1;0;0:00:00
HealthUnion;202107;tablet;ConditionCenter.NU1559Branded.300;5;5;5;6;205;0:03:25
HealthUnion;202107;tablet;ConditionCenter.NU1559Branded.728;2;2;2;2;50;0:00:50
HealthUnion;202107;tablet;ConditionCenter.NU1623Unbranded50.300;6;4;4;6;0;0:00:00
HealthUnion;202107;tablet;ConditionCenter.NU1624UnbrandedSymp.160;3;3;2;3;0;0:00:00
HealthUnion;202107;tablet;ConditionCenter.NU1624UnbrandedSymp.300;2;2;2;5;443;0:07:23
HealthUnion;202107;tablet;SDDisplayAV.NU1623Unbranded50.728;1;1;1;1;0;0:00:00
MediaIQ;202107;desktop;SDPCrossixSegment.NU1559Branded.160;5;5;5;54;224;0:03:44
MediaIQ;202107;desktop;SDPCrossixSegment.NU1559Branded.300;8;8;8;118;525;0:08:45
MediaIQ;202107;desktop;SDPCrossixSegment.NU1559Branded.728;4;4;4;52;243;0:04:03
MediaIQ;202107;desktop;SDPCrossixSegment.NU1623Unbranded50.300;10;10;10;10;0;0:00:00
MediaIQ;202107;desktop;SDPCrossixSegment.NU1623Unbranded50.728;3;3;3;3;0;0:00:00
MediaIQ;202107;desktop;SDPCrossixSegment.NU1624UnbrandedSymp.160;1;1;1;1;0;0:00:00
MediaIQ;202107;desktop;SDPCrossixSegment.NU1624UnbrandedSymp.300;8;8;8;8;0;0:00:00
MediaIQ;202107;desktop;SDPCrossixSegment.NU1624UnbrandedSymp.320;15;15;15;17;36;0:00:36
MediaIQ;202107;desktop;SDPCrossixSegment.NU1624UnbrandedSymp.728;1;1;1;1;0;0:00:00
MediaIQ;202107;desktop;SDPSwoopSegment.NU1559Branded.160;3;3;3;48;252;0:04:12
MediaIQ;202107;desktop;SDPSwoopSegment.NU1559Branded.300;14;14;14;185;800;0:13:20
MediaIQ;202107;desktop;SDPSwoopSegment.NU1559Branded.728;8;8;8;97;406;0:06:46
MediaIQ;202107;desktop;SDPSwoopSegment.NU1623Unbranded50.160;3;3;3;3;0;0:00:00
MediaIQ;202107;desktop;SDPSwoopSegment.NU1623Unbranded50.300;5;5;5;5;0;0:00:00
MediaIQ;202107;desktop;SDPSwoopSegment.NU1623Unbranded50.728;7;7;7;7;0;0:00:00
MediaIQ;202107;desktop;SDPSwoopSegment.NU1624UnbrandedSymp.160;7;7;7;7;0;0:00:00
MediaIQ;202107;desktop;SDPSwoopSegment.NU1624UnbrandedSymp.300;7;7;7;7;0;0:00:00
MediaIQ;202107;desktop;SDPSwoopSegment.NU1624UnbrandedSymp.320;14;14;14;14;0;0:00:00
MediaIQ;202107;desktop;SDPSwoopSegment.NU1624UnbrandedSymp.728;13;13;13;13;0;0:00:00
MediaIQ;202107;mobile;SDPCrossixSegment.NU1559Branded.160;2;2;2;2;0;0:00:00
MediaIQ;202107;mobile;SDPCrossixSegment.NU1559Branded.300;10;10;10;11;1;0:00:01
MediaIQ;202107;mobile;SDPCrossixSegment.NU1623Unbranded50.160;1;1;1;1;0;0:00:00
MediaIQ;202107;mobile;SDPCrossixSegment.NU1623Unbranded50.300;10;10;10;10;0;0:00:00
MediaIQ;202107;mobile;SDPCrossixSegment.NU1624UnbrandedSymp.300;13;13;13;16;5;0:00:05
MediaIQ;202107;mobile;SDPCrossixSegment.NU1624UnbrandedSymp.320;257;214;214;304;1475;0:24:35
MediaIQ;202107;mobile;SDPSwoopSegment.NU1559Branded.300;7;7;7;8;0;0:00:00
MediaIQ;202107;mobile;SDPSwoopSegment.NU1559Branded.728;2;2;2;2;0;0:00:00
MediaIQ;202107;mobile;SDPSwoopSegment.NU1623Unbranded50.300;6;6;6;6;0;0:00:00
MediaIQ;202107;mobile;SDPSwoopSegment.NU1623Unbranded50.728;1;1;1;1;0;0:00:00
MediaIQ;202107;mobile;SDPSwoopSegment.NU1624UnbrandedSymp.300;6;6;6;7;0;0:00:00
MediaIQ;202107;mobile;SDPSwoopSegment.NU1624UnbrandedSymp.320;210;175;170;225;7978;2:12:58
MediaIQ;202107;mobile;SDPSwoopSegment.NU1624UnbrandedSymp.728;4;4;4;4;0;0:00:00
MediaIQ;202107;tablet;MiQSDPCrossixSegment.NU1624UnbrandedSymp.320;1;1;0;1;0;0:00:00
MediaIQ;202107;tablet;SDPCrossixSegment.NU1559Branded.300;3;3;3;3;0;0:00:00
MediaIQ;202107;tablet;SDPCrossixSegment.NU1623Unbranded50.300;5;3;3;5;0;0:00:00
MediaIQ;202107;tablet;SDPCrossixSegment.NU1623Unbranded50.728;1;1;1;1;0;0:00:00
MediaIQ;202107;tablet;SDPCrossixSegment.NU1624UnbrandedSymp.320;22;17;17;24;48;0:00:48
MediaIQ;202107;tablet;SDPSwoopSegment.NU1559Branded.300;3;2;2;3;0;0:00:00
MediaIQ;202107;tablet;SDPSwoopSegment.NU1559Branded.728;10;6;6;10;0;0:00:00
MediaIQ;202107;tablet;SDPSwoopSegment.NU1623Unbranded50.300;1;1;1;1;0;0:00:00
MediaIQ;202107;tablet;SDPSwoopSegment.NU1623Unbranded50.728;3;3;3;3;0;0:00:00
MediaIQ;202107;tablet;SDPSwoopSegment.NU1624UnbrandedSymp.300;1;1;1;1;0;0:00:00
MediaIQ;202107;tablet;SDPSwoopSegment.NU1624UnbrandedSymp.320;1;1;1;1;0;0:00:00
MediaIQ;202107;tablet;SDPSwoopSegment.NU1624UnbrandedSymp.728;3;3;3;3;0;0:00:00
Medicx;202107;desktop;SDPCustomCaregiver.NU1559Branded.160;30;30;30;237;1693;0:28:13
Medicx;202107;desktop;SDPCustomCaregiver.NU1559Branded.300;23;23;23;228;1855;0:30:55
Medicx;202107;desktop;SDPCustomCaregiver.NU1559Branded.728;37;23;23;263;1280;0:21:20
Medicx;202107;desktop;SDPCustomCaregiver.NU1623Unbranded50.160;5;5;5;6;27;0:00:27
Medicx;202107;desktop;SDPCustomCaregiver.NU1623Unbranded50.300;6;6;6;6;0;0:00:00
Medicx;202107;desktop;SDPCustomCaregiver.NU1623Unbranded50.728;11;11;11;13;74;0:01:14
Medicx;202107;desktop;SDPCustomCaregiver.NU1624UnbrandedSymp.160;8;8;8;8;0;0:00:00
Medicx;202107;desktop;SDPCustomCaregiver.NU1624UnbrandedSymp.300;11;11;11;12;27;0:00:27
Medicx;202107;desktop;SDPCustomCaregiver.NU1624UnbrandedSymp.320;26;26;26;26;0;0:00:00
Medicx;202107;desktop;SDPCustomCaregiver.NU1624UnbrandedSymp.728;5;5;5;5;0;0:00:00
Medicx;202107;desktop;SDPCustomPatient.NU1559Branded.160;26;26;26;199;1559;0:25:59
Medicx;202107;desktop;SDPCustomPatient.NU1559Branded.300;24;24;24;156;1199;0:19:59
Medicx;202107;desktop;SDPCustomPatient.NU1559Branded.728;15;15;15;215;1183;0:19:43
Medicx;202107;desktop;SDPCustomPatient.NU1623Unbranded50.160;11;11;11;11;0;0:00:00
Medicx;202107;desktop;SDPCustomPatient.NU1623Unbranded50.300;9;9;8;9;0;0:00:00
Medicx;202107;desktop;SDPCustomPatient.NU1623Unbranded50.728;6;6;6;7;38;0:00:38
Medicx;202107;desktop;SDPCustomPatient.NU1624UnbrandedSymp.160;9;9;9;10;27;0:00:27
Medicx;202107;desktop;SDPCustomPatient.NU1624UnbrandedSymp.300;12;12;12;14;53;0:00:53
Medicx;202107;desktop;SDPCustomPatient.NU1624UnbrandedSymp.320;6;6;6;6;0;0:00:00
Medicx;202107;desktop;SDPCustomPatient.NU1624UnbrandedSymp.728;5;5;5;5;0;0:00:00
Medicx;202107;mobile;SDPCustomCaregiver.NU1559Branded.300;12;11;11;12;0;0:00:00
Medicx;202107;mobile;SDPCustomCaregiver.NU1559Branded.728;12;11;11;14;6;0:00:06
Medicx;202107;mobile;SDPCustomCaregiver.NU1623Unbranded50.300;11;11;11;11;0;0:00:00
Medicx;202107;mobile;SDPCustomCaregiver.NU1623Unbranded50.728;6;5;5;7;2;0:00:02
Medicx;202107;mobile;SDPCustomCaregiver.NU1624UnbrandedSymp.300;1;1;1;1;0;0:00:00
Medicx;202107;mobile;SDPCustomCaregiver.NU1624UnbrandedSymp.320;60;54;50;70;354;0:05:54
Medicx;202107;mobile;SDPCustomCaregiver.NU1624UnbrandedSymp.728;7;7;7;7;0;0:00:00
Medicx;202107;mobile;SDPCustomPatient.NU1559Branded.300;7;6;6;7;0;0:00:00
Medicx;202107;mobile;SDPCustomPatient.NU1559Branded.728;18;11;11;20;1015;0:16:55
Medicx;202107;mobile;SDPCustomPatient.NU1623Unbranded50.300;7;5;5;5;0;0:00:00
Medicx;202107;mobile;SDPCustomPatient.NU1623Unbranded50.728;3;3;3;3;0;0:00:00
Medicx;202107;mobile;SDPCustomPatient.NU1624UnbrandedSymp.300;7;7;7;8;3;0:00:03
Medicx;202107;mobile;SDPCustomPatient.NU1624UnbrandedSymp.320;67;64;64;80;3100;0:51:40
Medicx;202107;mobile;SDPCustomPatient.NU1624UnbrandedSymp.728;3;3;3;3;0;0:00:00
Medicx;202107;tablet;SDPCustomCaregiver.NU1559Branded.160;1;1;1;1;0;0:00:00
Medicx;202107;tablet;SDPCustomCaregiver.NU1559Branded.300;2;2;2;2;0;0:00:00
Medicx;202107;tablet;SDPCustomCaregiver.NU1559Branded.728;1;1;1;1;0;0:00:00
Medicx;202107;tablet;SDPCustomCaregiver.NU1624UnbrandedSymp.300;1;1;1;1;0;0:00:00
Medicx;202107;tablet;SDPCustomCaregiver.NU1624UnbrandedSymp.320;1;1;1;1;0;0:00:00
Medicx;202107;tablet;SDPCustomPatient.NU1559Branded.300;1;1;1;1;0;0:00:00
MiQ;202107;mobile;MiQCrossixTargeting.SD_1623_v3_50.728;2;1;0;2;0;0:00:00
MiQ;202107;mobile;MiQCrossixTargeting.SD_1624_v3_Symptom.728;2;2;1;2;0;0:00:00
MiQ;202107;mobile;MiQCrossixTargeting.Dermicool_SDP_DTP_TalkToYourDoctor.728;5;5;5;5;0;0:00:00
MiQ;202107;mobile;MiQCrossixTargeting.Dermicool_SDP_DTP_Unbranded_50Messaging.728;2;1;1;2;0;0:00:00
MiQ;202107;tablet;MiQCrossixTargeting.Dermicool_SDP_DTP_TalkToYourDoctor.728;2;2;2;2;0;0:00:00
MiQ;202107;tablet;MiQPredictTargeting.Dermicool_SDP_DTP_TalkToYourDoctor.728;1;1;1;1;0;0:00:00
ParkinsonsNewsToday;202107;desktop;PNT_ROS_Display.SD_1624_v3_Symptom.300;2;1;1;5;2502;0:41:42
ParkinsonsNewsToday;202107;desktop;ROS.NU1559Branded.300;5;5;5;7;566;0:09:26
ParkinsonsNewsToday;202107;desktop;ROS.NU1559Branded.728;10;10;10;11;49;0:00:49
ParkinsonsNewsToday;202107;desktop;ROS.NU1623Unbranded50.300;6;6;6;6;0;0:00:00
ParkinsonsNewsToday;202107;desktop;ROS.NU1623Unbranded50.728;10;5;3;15;1856;0:30:56
ParkinsonsNewsToday;202107;desktop;ROS.NU1624UnbrandedSymp.300;5;5;5;5;0;0:00:00
ParkinsonsNewsToday;202107;desktop;ROS.NU1624UnbrandedSymp.320;1;1;1;1;0;0:00:00
ParkinsonsNewsToday;202107;desktop;ROS.NU1624UnbrandedSymp.728;10;10;9;10;431;0:07:11
ParkinsonsNewsToday;202107;mobile;ParkinsonNTROS.NU1559Branded.300;1;1;1;1;0;0:00:00
ParkinsonsNewsToday;202107;mobile;ROS.NU1559Branded.300;29;28;28;30;429;0:07:09
ParkinsonsNewsToday;202107;mobile;ROS.NU1623Unbranded50.300;35;30;29;33;395;0:06:35
ParkinsonsNewsToday;202107;mobile;ROS.NU1624UnbrandedSymp.300;36;36;33;44;1656;0:27:36
ParkinsonsNewsToday;202107;mobile;ROS.NU1624UnbrandedSymp.320;12;10;10;13;66;0:01:06
ParkinsonsNewsToday;202107;tablet;ROS.NU1559Branded.300;3;3;3;6;720;0:12:00
ParkinsonsNewsToday;202107;tablet;ROS.NU1623Unbranded50.300;5;4;4;8;1445;0:24:05
ParkinsonsNewsToday;202107;tablet;ROS.NU1624UnbrandedSymp.300;6;6;6;6;124;0:02:04
PulsePoint;202107;desktop;PulsePointConditionPopulation.Dermicool_SDP_DTP_TalkToYourDoctor.728;1;1;1;1;0;0:00:00
PulsePoint;202107;mobile;PulsePointConditionPopulation.SD_1623_v3_50.300;2;1;1;3;21;0:00:21
PulsePoint;202107;mobile;PulsePointConditionPopulation.SD_1624_v3_Symptom.300;2;1;1;3;519;0:08:39
RemedyHealth;202107;desktop;SDPConditionCenter.NU1559Branded.300;7;7;6;7;402;0:06:42
RemedyHealth;202107;desktop;SDPConditionCenter.NU1559Branded.728;1;1;1;1;0;0:00:00
RemedyHealth;202107;desktop;SDPConditionCenter.NU1623Unbranded50.300;4;4;3;5;373;0:06:13
RemedyHealth;202107;desktop;SDPConditionCenter.NU1623Unbranded50.728;1;1;1;1;0;0:00:00
RemedyHealth;202107;desktop;SDPConditionCenter.NU1624UnbrandedSymp.300;6;6;5;6;224;0:03:44
RemedyHealth;202107;desktop;SDSDisplayMedia.NU1559Branded.300;2;2;2;2;0;0:00:00
RemedyHealth;202107;desktop;SDSDisplayMedia.NU1559Branded.728;9;7;7;9;0;0:00:00
RemedyHealth;202107;desktop;SDSDisplayMedia.NU1623Unbranded50.300;2;2;2;2;0;0:00:00
RemedyHealth;202107;desktop;SDSDisplayMedia.NU1623Unbranded50.728;2;2;1;2;0;0:00:00
RemedyHealth;202107;desktop;SDSDisplayMedia.NU1624UnbrandedSymp.300;3;3;3;3;0;0:00:00
RemedyHealth;202107;desktop;SDSDisplayMedia.NU1624UnbrandedSymp.728;1;1;1;5;280;0:04:40
RemedyHealth;202107;mobile;SDPConditionCenter.NU1559Branded.300;14;14;11;14;54;0:00:54
RemedyHealth;202107;mobile;SDPConditionCenter.NU1623Unbranded50.300;21;19;19;24;3169;0:52:49
