Campaign;Month;Site (Site Directory);Placement - DCM;Creative;Creative Dimensions;Platform Type;Impressions;Clicks
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Aptus Health;Distribution DTC NU-1827 Expandable 320x50 NS;(not set);1x1;Smartphone;0;78
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Aptus Health;Distribution DTC NU-1827 Expandable 320x50 NS;transparent_1x1 (1);1x1;Smartphone;28704;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Facebook;NU-1770;(not set);1x1;Smartphone;273884;3120
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Facebook;NU-1795;(not set);1x1;Smartphone;807467;7293
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Health Union;SD.net Condition Center Sponsorship;SD_1623_v3_50;300x250;Smartphone;2259;19
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Health Union;SD.net Condition Center Sponsorship;SD_1624_v3_Symptom;300x250;Smartphone;2242;10
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Health Union;SD.net Condition Center Sponsorship;SD_1624_v3_Symptom;320x50;Smartphone;905;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Health Union;SD.net Condition Center Sponsorship;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Smartphone;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Health Union;SD.net Condition Center Sponsorship;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;4660;19
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Health Union;SD.net Premium Display;SD_1623_v3_50;300x250;Smartphone;609;8
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Health Union;SD.net Premium Display;SD_1624_v3_Symptom;300x250;Smartphone;621;5
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Health Union;SD.net Premium Display;SD_1624_v3_Symptom;320x50;Smartphone;434;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Health Union;SD.net Premium Display;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;988;5
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Health Union;SD.net Premium Display AV;SD_1623_v3_50;300x250;Smartphone;282;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Health Union;SD.net Premium Display AV;SD_1624_v3_Symptom;300x250;Smartphone;298;3
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Health Union;SD.net Premium Display AV;SD_1624_v3_Symptom;320x50;Smartphone;481;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Health Union;SD.net Premium Display AV;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;843;6
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Media IQ;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;160x600;Smartphone;2;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Media IQ;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;300x250;Smartphone;20191;16
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Media IQ;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;728x90;Smartphone;4;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;160x600;Smartphone;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;300x250;Smartphone;19987;21
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;320x50;Smartphone;530483;354
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;728x90;Smartphone;4;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Media IQ;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Smartphone;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Media IQ;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;36210;20
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Media IQ;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Smartphone;6;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Media IQ;Skin Disease Swoop Segment Targeting;SD_1623_v3_50;160x600;Smartphone;121;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Media IQ;Skin Disease Swoop Segment Targeting;SD_1623_v3_50;300x250;Smartphone;14567;8
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Media IQ;Skin Disease Swoop Segment Targeting;SD_1623_v3_50;728x90;Smartphone;3899;9
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;160x600;Smartphone;125;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;300x250;Smartphone;14654;17
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;320x50;Smartphone;312650;328
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;728x90;Smartphone;3854;4
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Media IQ;Skin Disease Swoop Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Smartphone;294;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Media IQ;Skin Disease Swoop Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;26227;15
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Media IQ;Skin Disease Swoop Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Smartphone;9498;10
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1623_v3_50;160x600;Smartphone;290;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1623_v3_50;300x250;Smartphone;23343;15
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1623_v3_50;728x90;Smartphone;8990;24
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1624_v3_Symptom;160x600;Smartphone;225;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1624_v3_Symptom;300x250;Smartphone;23686;10
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1624_v3_Symptom;320x50;Smartphone;189891;213
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1624_v3_Symptom;728x90;Smartphone;8890;30
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Smartphone;1043;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;115936;84
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Smartphone;40908;43
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1623_v3_50;160x600;Smartphone;114;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1623_v3_50;300x250;Smartphone;16517;12
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1623_v3_50;728x90;Smartphone;3242;8
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1624_v3_Symptom;160x600;Smartphone;101;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1624_v3_Symptom;300x250;Smartphone;16088;14
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1624_v3_Symptom;320x50;Smartphone;123790;82
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;SD_1624_v3_Symptom;728x90;Smartphone;3232;5
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Smartphone;326;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;64959;32
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Medicx;Skin Disease Dx Signal-Based Custom Segment Targeting_Patient;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Smartphone;12991;17
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Skin Disease News Today;Skin Disease News Today ROS;SD_1623_v3_50;300x250;Smartphone;9693;47
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Skin Disease News Today;Skin Disease News Today ROS;SD_1624_v3_Symptom;300x250;Smartphone;9756;47
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Skin Disease News Today;Skin Disease News Today ROS;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;13395;32
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Sharecare;Skin Disease Member Reach;SD_1623_v3_50;160x600;Smartphone;102;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Sharecare;Skin Disease Member Reach;SD_1623_v3_50;300x250;Smartphone;13931;35
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Sharecare;Skin Disease Member Reach;SD_1623_v3_50;728x90;Smartphone;816;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Sharecare;Skin Disease Member Reach;SD_1624_v3_Symptom;160x600;Smartphone;107;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Sharecare;Skin Disease Member Reach;SD_1624_v3_Symptom;300x250;Smartphone;13895;19
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Sharecare;Skin Disease Member Reach;SD_1624_v3_Symptom;728x90;Smartphone;739;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Sharecare;Skin Disease Member Reach;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Smartphone;189;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Sharecare;Skin Disease Member Reach;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;35179;56
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Sharecare;Skin Disease Member Reach;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Smartphone;1789;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Sharecare;Skin Disease Performance Display;(not set);1x1;Smartphone;0;342
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Sharecare;Skin Disease Performance Display;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;1553;20
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Swoop;Skin Disease Claim-Based Custom Segment Targeting;SD_1623_v3_50;160x600;Smartphone;56;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Swoop;Skin Disease Claim-Based Custom Segment Targeting;SD_1623_v3_50;300x250;Smartphone;41713;86
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Swoop;Skin Disease Claim-Based Custom Segment Targeting;SD_1623_v3_50;728x90;Smartphone;54051;78
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Swoop;Skin Disease Claim-Based Custom Segment Targeting;SD_1624_v3_Symptom;160x600;Smartphone;76;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Swoop;Skin Disease Claim-Based Custom Segment Targeting;SD_1624_v3_Symptom;300x250;Smartphone;41597;70
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Swoop;Skin Disease Claim-Based Custom Segment Targeting;SD_1624_v3_Symptom;320x50;Smartphone;120852;167
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Swoop;Skin Disease Claim-Based Custom Segment Targeting;SD_1624_v3_Symptom;728x90;Smartphone;53687;70
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Swoop;Skin Disease Claim-Based Custom Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Smartphone;122;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Swoop;Skin Disease Claim-Based Custom Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;73295;119
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Swoop;Skin Disease Claim-Based Custom Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Smartphone;102524;19
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;WebMD;Audience Targeting Media - SD Only;SD_1623_v3_50;300x250;Smartphone;40220;83
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;WebMD;Audience Targeting Media - SD Only;SD_1624_v3_Symptom;300x250;Smartphone;40086;72
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;WebMD;Audience Targeting Media - SD Only;SD_1624_v3_Symptom;728x90;Smartphone;3;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;WebMD;Audience Targeting Media - SD Only;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;74356;82
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;WebMD;Audience Targeting Media - SD Only;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Smartphone;4;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;WebMD;Dermicool Drug Monograph on WebMD.com AV;SD_1623_v3_50;300x250;Smartphone;577;5
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;WebMD;Dermicool Drug Monograph on WebMD.com AV;SD_1624_v3_Symptom;300x250;Smartphone;602;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;WebMD;Dermicool Drug Monograph on WebMD.com AV;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;1269;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;WebMD;Rotational Banner on SD condition center;SD_1623_v3_50;300x250;Smartphone;49533;84
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;WebMD;Rotational Banner on SD condition center;SD_1624_v3_Symptom;300x250;Smartphone;49805;91
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;WebMD;Rotational Banner on SD condition center;SD_1624_v3_Symptom;728x90;Smartphone;2;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;WebMD;Rotational Banner on SD condition center;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;112257;128
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Zeta Global;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;160x600;Smartphone;8;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Zeta Global;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;300x250;Smartphone;5087;4
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Zeta Global;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;728x90;Smartphone;15;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Zeta Global;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;160x600;Smartphone;9;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Zeta Global;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;300x250;Smartphone;4978;4
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Zeta Global;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;320x50;Smartphone;499541;714
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Zeta Global;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;728x90;Smartphone;16;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Zeta Global;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Smartphone;11;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Zeta Global;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;18597;3
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Zeta Global;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Smartphone;20;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Zeta Global;Skin Disease Swoop Segment Targeting;SD_1623_v3_50;160x600;Smartphone;8;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Zeta Global;Skin Disease Swoop Segment Targeting;SD_1623_v3_50;300x250;Smartphone;3;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Zeta Global;Skin Disease Swoop Segment Targeting;SD_1623_v3_50;728x90;Smartphone;9;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Zeta Global;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;160x600;Smartphone;6;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Zeta Global;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;300x250;Smartphone;5;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Zeta Global;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;320x50;Smartphone;80041;425
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Zeta Global;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;728x90;Smartphone;4;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Zeta Global;Skin Disease Swoop Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Smartphone;7;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Zeta Global;Skin Disease Swoop Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;7;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Zeta Global;Skin Disease Swoop Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Smartphone;6;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Zeta Global;Skin Disease Swoop Segment Targeting AV;SD_1624_v3_Symptom;300x250;Smartphone;2;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Zeta Global;Skin Disease Swoop Segment Targeting AV;SD_1624_v3_Symptom;320x50;Smartphone;17;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Zeta Global;Skin Disease Swoop Segment Targeting AV;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;35;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Zeta Global;Skin Disease Swoop Segment Targeting AV;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Smartphone;39;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;GoodRx ;Brand Page Takeover – Dermicool;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Smartphone;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;GoodRx ;Brand Page Takeover – Dermicool - Parkinson Disease;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Smartphone;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;GoodRx ;Brand Page Takeover – Dermicool - Quetiapine;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Smartphone;15;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;GoodRx ;Brand Page Takeover – Dermicool - Quetiapine;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Smartphone;16;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;GoodRx ;Brand Page Takeover – Dermicool - Ssias;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Smartphone;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;GoodRx ;Brand Page Takeover – Dermicool - Ssias;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Smartphone;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Remedy Health;Skin Disease Disease Display Media;SD_1623_v3_50;300x250;Smartphone;10039;28
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Remedy Health;Skin Disease Disease Display Media;SD_1623_v3_50;728x90;Smartphone;19;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Remedy Health;Skin Disease Disease Display Media;SD_1624_v3_Symptom;300x250;Smartphone;10001;24
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Remedy Health;Skin Disease Disease Display Media;SD_1624_v3_Symptom;320x50;Smartphone;7467;21
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Remedy Health;Skin Disease Disease Display Media;SD_1624_v3_Symptom;728x90;Smartphone;17;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Remedy Health;Skin Disease Disease Display Media;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;18097;44
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Remedy Health;Skin Disease Disease Display Media;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Smartphone;57;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Remedy Health;Skin Disease Condition Center;SD_1623_v3_50;300x250;Smartphone;3636;33
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Remedy Health;Skin Disease Condition Center;SD_1624_v3_Symptom;300x250;Smartphone;3672;16
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Remedy Health;Skin Disease Condition Center;SD_1624_v3_Symptom;320x50;Smartphone;1029;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Remedy Health;Skin Disease Condition Center;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;10135;33
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Aptus Health;Distribution DTC NU-1545 Expandable 320x50 LTC;transparent_1x1 (1);1x1;Tablet;10137;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Aptus Health;Distribution DTC NU-1546 Expandable 320x50 LTC;transparent_1x1 (1);1x1;Tablet;4955;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Aptus Health;Distribution DTC NU-1570 Expandable 320x50 LTC;transparent_1x1 (1);1x1;Tablet;10362;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-05;Aptus Health;Distribution DTC NU-1623 300x250 NS;SD_1623_v3_50;300x250;Tablet;6070;6
